7.6559e-05,8.9709e-05,9.5844e-05,5.861e-05,6.3016e-05,6.7641e-05,7.2197e-05,9.6294e-05,6.2481e-05,7.0093e-05,7.1149e-05,5.2373e-05,5.7698e-05,5.1653e-05,5.9925e-05,6.7656e-05,7.2055e-05,7.5286e-05,8.1265e-05,8.5038e-05,8.9147e-05,6.6927e-05,6.6506e-05,6.7539e-05,6.0687e-05,5.9983e-05,6.998e-05,6.7155e-05,7.4604e-05,0.00011859,0.00012434,6.2873e-05,7.5137e-05,9.7439e-05,0.00010477,7.5123e-05,7.9005e-05,8.5715e-05,8.8022e-05,9.0044e-05,9.4356e-05,9.8369e-05,7.2307e-05,8.0655e-05,0.00012055,7.1483e-05,7.7514e-05,7.1684e-05,8.2121e-05,0.00021157,3.3862e-05,3.7602e-05,4.2714e-05,4.5423e-05,4.5326e-05,5.5223e-05,8.2092e-05,0.00010953,4.2423e-05,4.2837e-05,5.1561e-05,5.308e-05,5.8172e-05,6.0752e-05,6.082e-05,6.8799e-05,8.9291e-05,3.3533e-05,3.9962e-05,4.0519e-05,4.4188e-05,8.6503e-05,0.00011285,0.00011058,3.3546e-05,3.4833e-05,4.0462e-05,8.1777e-05,5.2995e-05,5.8052e-05,0.00013846,4.4987e-05,5.1951e-05,5.8065e-05,0.0001308,0.00012968,5.893e-05,6.5199e-05,7.6456e-05,5.8165e-05,3.9557e-05,4.691e-05,5.3182e-05,4.2426e-05,7.0106e-05,0.00010067,0.00011207,0.00030022
0.00010652,0.00012112,0.00012885,8.2816e-05,8.9115e-05,9.5199e-05,0.00010051,0.0001306,8.771e-05,9.8455e-05,9.9994e-05,7.3783e-05,8.1202e-05,7.2488e-05,8.4301e-05,9.4637e-05,0.00010087,0.00010497,0.00011287,0.00011801,0.00012279,9.3855e-05,9.3181e-05,9.4581e-05,8.4524e-05,8.3727e-05,9.6787e-05,9.2829e-05,0.00010317,0.00015921,0.00016927,8.7349e-05,0.00010439,0.00013481,0.00014512,0.00010495,0.00011013,0.00011963,0.00012269,0.00012568,0.00013143,0.00013679,0.00010109,0.00011209,0.00016396,9.7999e-05,0.00010605,9.9298e-05,0.00011287,0.0002875,4.7472e-05,5.2909e-05,6.0013e-05,6.3673e-05,6.364e-05,7.6048e-05,0.00011071,0.00015229,5.8615e-05,5.9297e-05,7.1662e-05,7.3649e-05,8.0779e-05,8.3977e-05,8.4182e-05,9.3977e-05,0.00012015,4.7009e-05,5.618e-05,5.6806e-05,6.178e-05,0.00011468,0.00015413,0.00015264,4.72e-05,4.9124e-05,5.6877e-05,0.0001138,7.3157e-05,7.9567e-05,0.00017686,6.2558e-05,7.1833e-05,8.0021e-05,0.00017631,0.00017473,8.1937e-05,9.0728e-05,0.00010588,8.0321e-05,5.4723e-05,6.4959e-05,7.3344e-05,5.9193e-05,9.1919e-05,0.00013374,0.00014878,0.00039741
0.0001398,0.00015558,0.00016453,0.00011011,0.00011845,0.00012639,0.0001323,0.00016777,0.00011676,0.00013092,0.00013285,9.8101e-05,0.00010809,9.6084e-05,0.00011199,0.00012566,0.00013365,0.00013881,0.00014863,0.00015524,0.0001607,0.00012459,0.00012352,0.00012545,0.00011165,0.0001105,0.00012718,0.00012205,0.00013586,0.00020385,0.00021951,0.00011477,0.00013712,0.00017745,0.00019113,0.00013949,0.00014581,0.00015831,0.00016239,0.00016638,0.00017389,0.0001805,0.00013399,0.00014794,0.00021286,0.00012828,0.00013824,0.0001303,0.00014733,0.00037186,6.2612e-05,6.9854e-05,7.9606e-05,8.4339e-05,8.4324e-05,9.9796e-05,0.00014241,0.00020142,7.6289e-05,7.7474e-05,9.4393e-05,9.6673e-05,0.00010602,0.00010991,0.00011019,0.00012208,0.00015416,6.2068e-05,7.4124e-05,7.537e-05,8.1684e-05,0.00014488,0.00020021,0.00020113,6.2185e-05,6.5105e-05,7.5503e-05,0.00015085,9.5509e-05,0.00010347,0.00021657,8.2083e-05,9.3976e-05,0.00010438,0.00022811,0.00022482,0.00010736,0.00011929,0.00013938,0.00010499,7.1242e-05,8.4886e-05,9.5683e-05,7.7897e-05,0.00011533,0.00016907,0.00018852,0.00050212
0.00017926,0.00019544,0.0002062,0.00014345,0.00015391,0.00016383,0.00017019,0.00021151,0.00015205,0.00017028,0.00017254,0.00012821,0.00014091,0.00012483,0.00014589,0.00016347,0.00017317,0.00017939,0.00019167,0.00019937,0.00020622,0.0001615,0.00016049,0.0001629,0.00014449,0.0001433,0.00016354,0.00015723,0.00017535,0.00025551,0.0002776,0.00014793,0.00017651,0.00022791,0.00024584,0.00018093,0.00018897,0.00020525,0.00021024,0.0002156,0.00022488,0.00023257,0.00017406,0.00019139,0.00027052,0.00016458,0.00017694,0.000168,0.00018893,0.00046883,8.1528e-05,9.102e-05,0.00010389,0.00010998,0.00010989,0.00012844,0.00017783,0.00025777,9.8106e-05,0.00010023,0.00012239,0.00012525,0.00013691,0.000142,0.00014191,0.00015625,0.00019366,8.1205e-05,9.6775e-05,9.8504e-05,0.00010626,0.00017851,0.00025262,0.0002574,8.1554e-05,8.5194e-05,9.8836e-05,0.00019378,0.00012279,0.00013237,0.000261,0.00010579,0.00012095,0.00013359,0.0002875,0.00028279,0.00013824,0.00015427,0.00017952,0.00013504,9.1668e-05,0.00010954,0.00012327,0.00010109,0.00014259,0.00020864,0.00023408,0.00062101
0.00022356,0.00023979,0.0002517,0.00018083,0.000194,0.00020568,0.00021258,0.00026042,0.00019275,0.00021562,0.00021813,0.0001628,0.00017878,0.00015804,0.00018509,0.00020651,0.00021845,0.00022582,0.0002403,0.00024976,0.00025768,0.000204,0.00020288,0.00020562,0.00018203,0.000181,0.0002048,0.00019736,0.00021995,0.00031179,0.00034176,0.00018573,0.00022196,0.00028536,0.00030811,0.00022811,0.00023808,0.00025918,0.0002649,0.00027157,0.00028287,0.00029162,0.00022005,0.00024093,0.00033524,0.00020544,0.00022118,0.00021058,0.00023594,0.00057589,0.00010306,0.00011522,0.0001316,0.00013904,0.00013895,0.00016064,0.00021654,0.00031935,0.00012333,0.00012637,0.00015458,0.00015793,0.00017261,0.00017872,0.00017798,0.00019497,0.00023763,0.0001032,0.00012262,0.00012504,0.0001343,0.00021459,0.00030903,0.00031944,0.00010371,0.00010847,0.00012577,0.0002417,0.00015351,0.00016511,0.00030781,0.0001328,0.00015102,0.00016658,0.00035271,0.0003469,0.00017324,0.00019398,0.00022492,0.00016884,0.00011477,0.0001375,0.00015402,0.00012724,0.00017236,0.00025112,0.00028285,0.00075078
0.00030258,0.00031905,0.00033444,0.00024733,0.00026549,0.00027962,0.00028811,0.00034811,0.00026537,0.00029551,0.00029859,0.00022376,0.00024614,0.00021755,0.00025473,0.00028323,0.00029917,0.00030805,0.00032707,0.0003393,0.00034941,0.00027959,0.00027771,0.00028114,0.00024889,0.00024825,0.0002785,0.0002691,0.0002994,0.00041425,0.00045675,0.00025329,0.0003036,0.00038813,0.00041882,0.00031248,0.00032585,0.00035446,0.00036213,0.00037078,0.00038602,0.00039677,0.00030202,0.00032937,0.00045213,0.00027929,0.00029957,0.00028645,0.0003198,0.00076767,0.00014178,0.00015792,0.00018076,0.00019083,0.0001906,0.00021836,0.00028631,0.00042723,0.00016853,0.00017356,0.00021139,0.0002161,0.0002362,0.00024407,0.00024252,0.00026523,0.00031663,0.00014192,0.00016868,0.00017202,0.00018442,0.00028098,0.00040982,0.00042887,0.00014302,0.0001498,0.0001736,0.00032714,0.00020851,0.00022371,0.00039578,0.00018077,0.00020453,0.00022572,0.00046969,0.00046257,0.00023577,0.00026434,0.00030497,0.00022999,0.0001564,0.00018726,0.00020955,0.00017358,0.00022722,0.0003285,0.00037058,0.00098693
0.00039491,0.0004099,0.00042911,0.00032695,0.00034992,0.00036759,0.00037734,0.00044996,0.00035228,0.00039112,0.00039488,0.00029759,0.00032716,0.00028903,0.00033773,0.00037441,0.00039504,0.00040611,0.00042996,0.00044505,0.00045787,0.00036994,0.00036708,0.00037156,0.00032926,0.00032906,0.00036667,0.00035458,0.00039392,0.00053291,0.00059098,0.00033445,0.00040043,0.00051006,0.00054957,0.00041377,0.00043176,0.00046813,0.00047837,0.00048914,0.00050821,0.00052146,0.00039994,0.00043461,0.00058985,0.0003663,0.00039165,0.00037571,0.00041774,0.00098937,0.00018796,0.00020906,0.00023925,0.00025295,0.00025248,0.00028671,0.00036584,0.00055139,0.00022175,0.00022954,0.00027936,0.00028499,0.0003116,0.00032158,0.00031912,0.00034786,0.00040802,0.00018853,0.00022417,0.00022848,0.00024476,0.00035655,0.00052395,0.00055549,0.00018964,0.00019902,0.00023063,0.00042772,0.00027361,0.0002924,0.00049312,0.00023716,0.00026771,0.00029504,0.0006042,0.00059558,0.00030974,0.00034714,0.00039855,0.0003017,0.0002049,0.00024593,0.00027491,0.00022928,0.00029082,0.0004164,0.00046986,0.0012578
0.00050354,0.00051482,0.00053722,0.0004209,0.00045007,0.00047128,0.00048138,0.0005685,0.00045624,0.00050517,0.00050956,0.00038635,0.00042459,0.0003749,0.00043722,0.00048295,0.00050857,0.00052203,0.00055058,0.00056912,0.00058498,0.00047717,0.00047315,0.00047916,0.00042454,0.0004257,0.00047143,0.000456,0.00050618,0.00066853,0.00074446,0.0004321,0.00051523,0.00065468,0.00070491,0.00053411,0.00055781,0.00060343,0.0006159,0.00063009,0.00065294,0.00066871,0.00051794,0.00056021,0.00075269,0.00046908,0.00050033,0.0004816,0.00053314,0.0012425,0.00024364,0.00027067,0.00030966,0.00032703,0.00032671,0.00036779,0.00045636,0.00069119,0.0002859,0.00029667,0.00036023,0.00036687,0.00040115,0.00041339,0.00041009,0.00044494,0.00051268,0.00024485,0.00029102,0.00029625,0.00031703,0.00044161,0.00065047,0.00069939,0.00024652,0.00025902,0.00029969,0.00054312,0.00035098,0.00037402,0.00060068,0.00030439,0.0003427,0.00037696,0.00075741,0.00074651,0.00039776,0.00044535,0.00050852,0.00038631,0.0002627,0.00031564,0.00035222,0.00029584,0.00036376,0.00051386,0.00058173,0.0015643
0.00062543,0.00063132,0.00065665,0.00052789,0.00056382,0.00058842,0.00059874,0.00070068,0.00057649,0.00063646,0.00064046,0.00048889,0.00053612,0.00047354,0.00055184,0.00060788,0.00063797,0.00065337,0.00068704,0.00070909,0.00072796,0.00059973,0.00059399,0.00060167,0.00053294,0.00053667,0.00059138,0.00057204,0.00063523,0.00081931,0.00091539,0.00054464,0.0006469,0.00081868,0.00088136,0.00067313,0.00070203,0.00075845,0.00077374,0.00078967,0.00081715,0.00083519,0.00065404,0.00070387,0.0009403,0.00058372,0.00062222,0.0005999,0.00066195,0.0015226,0.00030717,0.00034057,0.00039012,0.00041123,0.00041096,0.00045982,0.00055546,0.00084351,0.00035906,0.00037282,0.00045126,0.00045951,0.00050188,0.00051731,0.00051284,0.0005546,0.00062897,0.00030921,0.00036709,0.00037281,0.00039882,0.0005347,0.00078519,0.00085871,0.00031184,0.0003277,0.00037881,0.00067151,0.00043827,0.00046613,0.00071614,0.00038014,0.000428,0.00046941,0.00092589,0.00091195,0.00049713,0.00055652,0.00063292,0.00048223,0.00032851,0.00039523,0.00044005,0.00037245,0.00044565,0.00061975,0.00070425,0.0019047
0.00076289,0.00076152,0.00079153,0.00065018,0.00069386,0.00072193,0.00073151,0.00084881,0.00071577,0.00078838,0.00079109,0.00060908,0.00066565,0.000589,0.00068428,0.00075192,0.00078752,0.00080495,0.00084357,0.00086864,0.00089143,0.0007406,0.00073286,0.00074204,0.00065776,0.00066569,0.00072977,0.00070651,0.00078385,0.00098879,0.0011065,0.00067518,0.00079919,0.0010065,0.0010828,0.00083508,0.00086897,0.00093768,0.00095528,0.00097379,0.0010068,0.0010249,0.00081259,0.00087026,0.0011566,0.00071564,0.00076152,0.00073491,0.00080796,0.0018346,0.00038065,0.00042188,0.00048375,0.00050925,0.0005086,0.00056557,0.00066532,0.0010088,0.00044328,0.00046075,0.0005573,0.0005665,0.00061699,0.00063656,0.00062985,0.00068031,0.00075972,0.00038414,0.00045549,0.00046233,0.00049342,0.00063711,0.00092888,0.0010343,0.00038706,0.00040769,0.00047095,0.00081389,0.00053838,0.00057183,0.00084526,0.00046795,0.00052562,0.00057481,0.0011125,0.0010958,0.00061114,0.00068383,0.00077455,0.00059159,0.00040544,0.00048706,0.00054125,0.00046177,0.00053931,0.0007366,0.00084093,0.0022872
